sequences,author
"['the', 'air\n', 'was', 'impregnated', 'with', 'filthy', 'odours.\n', '\n', 'There', 'were', 'a', 'good', 'many', 'small', 'shops;', 'but', 'the', 'only', 'stock', 'in', 'trade\n', 'appeared', 'to', 'be', 'heaps']",CharlesDickens
"['of', 'children,', 'who,', 'even', 'at', 'that', 'time', 'of', 'night,', 'were\n', 'crawling', 'in', 'and', 'out', 'at', 'the', 'doors,', 'or', 'screaming', 'from', 'the', 'inside.', '', 'The\n', 'sole']",CharlesDickens
"['places', 'that', 'seemed', 'to', 'prosper', 'amid', 'the', 'general', 'blight', 'of', 'the\n', 'place,', 'were', 'the', 'public-houses;', 'and', 'in', 'them,', 'the', 'lowest', 'orders', 'of', 'Irish\n', 'were', 'wrangling']",CharlesDickens
"['with', 'might', 'and', 'main.', 'Covered', 'ways', 'and', 'yards,', 'which', 'here\n', 'and', 'there', 'diverged', 'from', 'the', 'main', 'street,', 'disclosed', 'little', 'knots', 'of\n', 'houses,', 'where', 'drunken', 'men']",CharlesDickens
"['and', 'women', 'were', 'positively', 'wallowing', 'in', 'filth;\n', 'and', 'from', 'several', 'of', 'the', 'door-ways,', 'great', 'ill-looking', 'fellows', 'were\n', 'cautiously', 'emerging,', 'bound,', 'to', 'all', 'appearance,', 'on', 'no']",CharlesDickens
"['very', 'well-disposed\n', 'or', 'harmless', 'errands.\n', '\n', 'Oliver', 'was', 'just', 'considering', 'whether', 'he', ""hadn't"", 'better', 'run', 'away,', 'when\n', 'they', 'reached', 'the', 'bottom', 'of', 'the', 'hill.', '']",CharlesDickens
"['His', 'conductor,', 'catching', 'him', 'by\n', 'the', 'arm,', 'pushed', 'open', 'the', 'door', 'of', 'a', 'house', 'near', 'Field', 'Lane;', 'and', 'drawing\n', 'him', 'into', 'the', 'passage,', 'closed', 'it']",CharlesDickens
"['behind', 'them.\n', '\n', ""'Now,"", ""then!'"", 'cried', 'a', 'voice', 'from', 'below,', 'in', 'reply', 'to', 'a', 'whistle', 'from', 'the\n', 'Dodger.\n', '\n', ""'Plummy"", 'and', ""slam!'"", 'was', 'the', 'reply.\n']",CharlesDickens
"['\n', 'This', 'seemed', 'to', 'be', 'some', 'watchword', 'or', 'signal', 'that', 'all', 'was', 'right;', 'for', 'the\n', 'light', 'of', 'a', 'feeble', 'candle', 'gleamed', 'on', 'the', 'wall', 'at']",CharlesDickens
"['the', 'remote', 'end', 'of', 'the\n', 'passage;', 'and', 'a', ""man's"", 'face', 'peeped', 'out,', 'from', 'where', 'a', 'balustrade', 'of', 'the\n', 'old', 'kitchen', 'staircase', 'had', 'been', 'broken', 'away.\n']",CharlesDickens
"['\n', ""'There's"", 'two', 'on', ""you,'"", 'said', 'the', 'man,', 'thrusting', 'the', 'candle', 'farther', 'out,\n', 'and', 'shielding', 'his', 'eyes', 'with', 'his', 'hand.', '', ""'Who's"", 'the', ""t'other"", ""one?'\n""]",CharlesDickens
"['\n', ""'A"", 'new', ""pal,'"", 'replied', 'Jack', 'Dawkins,', 'pulling', 'Oliver', 'forward.\n', '\n', ""'Where"", 'did', 'he', 'come', ""from?'\n"", '\n', ""'Greenland."", 'Is', 'Fagin', ""upstairs?'\n"", '\n', ""'Yes,"", ""he's"", 'a']",CharlesDickens
"[""sortin'"", 'the', 'wipes.', '', 'Up', 'with', ""you!'"", '', 'The', 'candle', 'was', 'drawn\n', 'back,', 'and', 'the', 'face', 'disappeared.\n', '\n', 'Oliver,', 'groping', 'his', 'way', 'with', 'one', 'hand,']",CharlesDickens
"['and', 'having', 'the', 'other', 'firmly\n', 'grasped', 'by', 'his', 'companion,', 'ascended', 'with', 'much', 'difficulty', 'the', 'dark', 'and\n', 'broken', 'stairs:', 'which', 'his', 'conductor', 'mounted', 'with', 'an', 'ease']",CharlesDickens
"['and', 'expedition\n', 'that', 'showed', 'he', 'was', 'well', 'acquainted', 'with', 'them.\n', '\n', 'He', 'threw', 'open', 'the', 'door', 'of', 'a', 'back-room,', 'and', 'drew', 'Oliver', 'in', 'after', 'him.\n']",CharlesDickens
"['\n', 'The', 'walls', 'and', 'ceiling', 'of', 'the', 'room', 'were', 'perfectly', 'black', 'with', 'age', 'and\n', 'dirt.', '', 'There', 'was', 'a', 'deal', 'table', 'before', 'the', 'fire:', 'upon']",CharlesDickens
"['which', 'were', 'a\n', 'candle,', 'stuck', 'in', 'a', 'ginger-beer', 'bottle,', 'two', 'or', 'three', 'pewter', 'pots,', 'a', 'loaf\n', 'and', 'butter,', 'and', 'a', 'plate.', '', 'In', 'a', 'frying-pan,']",CharlesDickens
"['which', 'was', 'on', 'the', 'fire,', 'and\n', 'which', 'was', 'secured', 'to', 'the', 'mantelshelf', 'by', 'a', 'string,', 'some', 'sausages', 'were\n', 'cooking;', 'and', 'standing', 'over', 'them,', 'with', 'a']",CharlesDickens
"['toasting-fork', 'in', 'his', 'hand,', 'was\n', 'a', 'very', 'old', 'shrivelled', 'Jew,', 'whose', 'villainous-looking', 'and', 'repulsive', 'face\n', 'was', 'obscured', 'by', 'a', 'quantity', 'of', 'matted', 'red', 'hair.', 'He']",CharlesDickens
"['was', 'dressed', 'in', 'a\n', 'greasy', 'flannel', 'gown,', 'with', 'his', 'throat', 'bare;', 'and', 'seemed', 'to', 'be', 'dividing\n', 'his', 'attention', 'between', 'the', 'frying-pan', 'and', 'the', 'clothes-horse,', 'over']",CharlesDickens
"['which\n', 'a', 'great', 'number', 'of', 'silk', 'handkerchiefs', 'were', 'hanging.', '', 'Several', 'rough', 'beds\n', 'made', 'of', 'old', 'sacks,', 'were', 'huddled', 'side', 'by', 'side', 'on', 'the', 'floor.']",CharlesDickens
"['Seated', 'round\n', 'the', 'table', 'were', 'four', 'or', 'five', 'boys,', 'none', 'older', 'than', 'the', 'Dodger,', 'smoking\n', 'long', 'clay', 'pipes,', 'and', 'drinking', 'spirits', 'with', 'the', 'air', 'of']",CharlesDickens
"['middle-aged', 'men.\n', 'These', 'all', 'crowded', 'about', 'their', 'associate', 'as', 'he', 'whispered', 'a', 'few', 'words', 'to\n', 'the', 'Jew;', 'and', 'then', 'turned', 'round', 'and', 'grinned', 'at', 'Oliver.']",CharlesDickens
"['', 'So', 'did', 'the', 'Jew\n', 'himself,', 'toasting-fork', 'in', 'hand.\n', '\n', ""'This"", 'is', 'him,', ""Fagin,'"", 'said', 'Jack', ""Dawkins;'my"", 'friend', 'Oliver', ""Twist.'\n"", '\n', 'The', 'Jew', 'grinned;', 'and,']",CharlesDickens
"['making', 'a', 'low', 'obeisance', 'to', 'Oliver,', 'took', 'him', 'by', 'the\n', 'hand,', 'and', 'hoped', 'he', 'should', 'have', 'the', 'honour', 'of', 'his', 'intimate', 'acquaintance.\n', 'Upon', 'this,', 'the']",CharlesDickens
"['young', 'gentleman', 'with', 'the', 'pipes', 'came', 'round', 'him,', 'and', 'shook\n', 'both', 'his', 'hands', 'very', 'hard--especially', 'the', 'one', 'in', 'which', 'he', 'held', 'his\n', 'little', 'bundle.', '']",CharlesDickens
"['One', 'young', 'gentleman', 'was', 'very', 'anxious', 'to', 'hang', 'up', 'his', 'cap\n', 'for', 'him;', 'and', 'another', 'was', 'so', 'obliging', 'as', 'to', 'put', 'his', 'hands', 'in', 'his\n']",CharlesDickens
"['pockets,', 'in', 'order', 'that,', 'as', 'he', 'was', 'very', 'tired,', 'he', 'might', 'not', 'have', 'the\n', 'trouble', 'of', 'emptying', 'them,', 'himself,', 'when', 'he', 'went', 'to', 'bed.', '']",CharlesDickens
"['These\n', 'civilities', 'would', 'probably', 'be', 'extended', 'much', 'farther,', 'but', 'for', 'a', 'liberal\n', 'exercise', 'of', 'the', ""Jew's"", 'toasting-fork', 'on', 'the', 'heads', 'and', 'shoulders', 'of', 'the\n', 'affectionate']",CharlesDickens
"['youths', 'who', 'offered', 'them.\n', '\n', ""'We"", 'are', 'very', 'glad', 'to', 'see', 'you,', 'Oliver,', ""very,'"", 'said', 'the', 'Jew.', ""'Dodger,\n"", 'take', 'off', 'the', 'sausages;', 'and', 'draw', 'a']",CharlesDickens
"['tub', 'near', 'the', 'fire', 'for', 'Oliver.', '', 'Ah,\n', ""you're"", 'a-staring', 'at', 'the', 'pocket-handkerchiefs!', 'eh,', 'my', 'dear.', 'There', 'are', 'a\n', 'good', 'many', 'of', ""'em,"", ""ain't"", 'there?']",CharlesDickens
"[""We've"", 'just', 'looked', ""'em"", 'out,', 'ready', 'for', 'the\n', 'wash;', ""that's"", 'all,', 'Oliver;', ""that's"", 'all.', 'Ha!', 'ha!', ""ha!'\n"", '\n', 'The', 'latter', 'part', 'of', 'this', 'speech,', 'was']",CharlesDickens
"['hailed', 'by', 'a', 'boisterous', 'shout', 'from\n', 'all', 'the', 'hopeful', 'pupils', 'of', 'the', 'merry', 'old', 'gentleman.', 'In', 'the', 'midst', 'of\n', 'which', 'they', 'went', 'to', 'supper.\n', '\n']",CharlesDickens
"['Oliver', 'ate', 'his', 'share,', 'and', 'the', 'Jew', 'then', 'mixed', 'him', 'a', 'glass', 'of', 'hot\n', 'gin-and-water:', 'telling', 'him', 'he', 'must', 'drink', 'it', 'off', 'directly,', 'because\n', 'another']",CharlesDickens
"['gentleman', 'wanted', 'the', 'tumbler.', 'Oliver', 'did', 'as', 'he', 'was', 'desired.\n', 'Immediately', 'afterwards', 'he', 'felt', 'himself', 'gently', 'lifted', 'on', 'to', 'one', 'of', 'the\n', 'sacks;', 'and', 'then']",CharlesDickens
"['he', 'sunk', 'into', 'a', 'deep', 'sleep.\n', '\n', '\n', '\n', 'CHAPTER', 'IX\n', '\n', 'CONTAINING', 'FURTHER', 'PARTICULARS', 'CONCERNING', 'THE', 'PLEASANT', 'OLD', 'GENTLEMAN,\n', 'AND', 'HIS', 'HOPEFUL', 'PUPILS\n', '\n']",CharlesDickens
"['It', 'was', 'late', 'next', 'morning', 'when', 'Oliver', 'awoke,', 'from', 'a', 'sound,', 'long', 'sleep.\n', 'There', 'was', 'no', 'other', 'person', 'in', 'the', 'room', 'but', 'the', 'old', 'Jew,']",CharlesDickens
"['who', 'was', 'boiling\n', 'some', 'coffee', 'in', 'a', 'saucepan', 'for', 'breakfast,', 'and', 'whistling', 'softly', 'to\n', 'himself', 'as', 'he', 'stirred', 'it', 'round', 'and', 'round,', 'with', 'an', 'iron']",CharlesDickens
"['spoon.', 'He', 'would\n', 'stop', 'every', 'now', 'and', 'then', 'to', 'listen', 'when', 'there', 'was', 'the', 'least', 'noise', 'below:\n', 'and', 'when', 'he', 'had', 'satisfied', 'himself,', 'he', 'would']",CharlesDickens
"['go', 'on', 'whistling', 'and\n', 'stirring', 'again,', 'as', 'before.\n', '\n', 'Although', 'Oliver', 'had', 'roused', 'himself', 'from', 'sleep,', 'he', 'was', 'not', 'thoroughly\n', 'awake.', 'There', 'is', 'a', 'drowsy']",CharlesDickens
"['state,', 'between', 'sleeping', 'and', 'waking,', 'when', 'you\n', 'dream', 'more', 'in', 'five', 'minutes', 'with', 'your', 'eyes', 'half', 'open,', 'and', 'yourself', 'half\n', 'conscious', 'of', 'everything', 'that', 'is']",CharlesDickens
"['passing', 'around', 'you,', 'than', 'you', 'would', 'in\n', 'five', 'nights', 'with', 'your', 'eyes', 'fast', 'closed,', 'and', 'your', 'senses', 'wrapt', 'in\n', 'perfect', 'unconsciousness.', 'At', 'such', 'time,', 'a']",CharlesDickens
"['mortal', 'knows', 'just', 'enough', 'of\n', 'what', 'his', 'mind', 'is', 'doing,', 'to', 'form', 'some', 'glimmering', 'conception', 'of', 'its\n', 'mighty', 'powers,', 'its', 'bounding', 'from', 'earth', 'and', 'spurning']",CharlesDickens
"['time', 'and', 'space,\n', 'when', 'freed', 'from', 'the', 'restraint', 'of', 'its', 'corporeal', 'associate.\n', '\n', 'Oliver', 'was', 'precisely', 'in', 'this', 'condition.', 'He', 'saw', 'the', 'Jew', 'with', 'his\n']",CharlesDickens
"['half-closed', 'eyes;', 'heard', 'his', 'low', 'whistling;', 'and', 'recognised', 'the', 'sound', 'of\n', 'the', 'spoon', 'grating', 'against', 'the', ""saucepan's"", 'sides:', 'and', 'yet', 'the', 'self-same\n', 'senses', 'were', 'mentally']",CharlesDickens
"['engaged,', 'at', 'the', 'same', 'time,', 'in', 'busy', 'action', 'with\n', 'almost', 'everybody', 'he', 'had', 'ever', 'known.\n', '\n', 'When', 'the', 'coffee', 'was', 'done,', 'the', 'Jew', 'drew', 'the']",CharlesDickens
"['saucepan', 'to', 'the', 'hob.\n', 'Standing,', 'then', 'in', 'an', 'irresolute', 'attitude', 'for', 'a', 'few', 'minutes,', 'as', 'if', 'he\n', 'did', 'not', 'well', 'know', 'how', 'to', 'employ', 'himself,']",CharlesDickens
"['he', 'turned', 'round', 'and', 'looked', 'at\n', 'Oliver,', 'and', 'called', 'him', 'by', 'his', 'name.', 'He', 'did', 'not', 'answer,', 'and', 'was', 'to', 'all\n', 'appearances', 'asleep.\n', '\n', 'After']",CharlesDickens
"['satisfying', 'himself', 'upon', 'this', 'head,', 'the', 'Jew', 'stepped', 'gently', 'to', 'the\n', 'door:', 'which', 'he', 'fastened.', 'He', 'then', 'drew', 'forth:', 'as', 'it', 'seemed', 'to', 'Oliver,\n', 'from']",CharlesDickens
"['some', 'trap', 'in', 'the', 'floor:', 'a', 'small', 'box,', 'which', 'he', 'placed', 'carefully', 'on\n', 'the', 'table.', 'His', 'eyes', 'glistened', 'as', 'he', 'raised', 'the', 'lid,', 'and', 'looked']",CharlesDickens
"['in.\n', 'Dragging', 'an', 'old', 'chair', 'to', 'the', 'table,', 'he', 'sat', 'down;', 'and', 'took', 'from', 'it', 'a\n', 'magnificent', 'gold', 'watch,', 'sparkling', 'with', 'jewels.\n', '\n', ""'Aha!'"", 'said']",CharlesDickens
"['the', 'Jew,', 'shrugging', 'up', 'his', 'shoulders,', 'and', 'distorting', 'every\n', 'feature', 'with', 'a', 'hideous', 'grin.', ""'Clever"", 'dogs!', 'Clever', 'dogs!', 'Staunch', 'to', 'the\n', 'last!', 'Never', 'told', 'the']",CharlesDickens
"['old', 'parson', 'where', 'they', 'were.', 'Never', 'poached', 'upon', 'old\n', 'Fagin!', 'And', 'why', 'should', 'they?', 'It', ""wouldn't"", 'have', 'loosened', 'the', 'knot,', 'or', 'kept\n', 'the', 'drop', 'up,']",CharlesDickens
"['a', 'minute', 'longer.', 'No,', 'no,', 'no!', 'Fine', 'fellows!', 'Fine', ""fellows!'\n"", '\n', 'With', 'these,', 'and', 'other', 'muttered', 'reflections', 'of', 'the', 'like', 'nature,', 'the', 'Jew\n', 'once', 'more']",CharlesDickens
"['deposited', 'the', 'watch', 'in', 'its', 'place', 'of', 'safety.', 'At', 'least', 'half', 'a\n', 'dozen', 'more', 'were', 'severally', 'drawn', 'forth', 'from', 'the', 'same', 'box,', 'and', 'surveyed\n', 'with']",CharlesDickens
"['equal', 'pleasure;', 'besides', 'rings,', 'brooches,', 'bracelets,', 'and', 'other\n', 'articles', 'of', 'jewellery,', 'of', 'such', 'magnificent', 'materials,', 'and', 'costly\n', 'workmanship,', 'that', 'Oliver', 'had', 'no', 'idea,', 'even', 'of']",CharlesDickens
"['their', 'names.\n', '\n', 'Having', 'replaced', 'these', 'trinkets,', 'the', 'Jew', 'took', 'out', 'another:', 'so', 'small', 'that\n', 'it', 'lay', 'in', 'the', 'palm', 'of', 'his', 'hand.', 'There', 'seemed']",CharlesDickens
"['to', 'be', 'some', 'very', 'minute\n', 'inscription', 'on', 'it;', 'for', 'the', 'Jew', 'laid', 'it', 'flat', 'upon', 'the', 'table,', 'and', 'shading\n', 'it', 'with', 'his', 'hand,', 'pored', 'over']",CharlesDickens
"['it,', 'long', 'and', 'earnestly.', 'At', 'length', 'he', 'put\n', 'it', 'down,', 'as', 'if', 'despairing', 'of', 'success;', 'and,', 'leaning', 'back', 'in', 'his', 'chair,\n', 'muttered:\n', '\n', ""'What"", 'a']",CharlesDickens
"['fine', 'thing', 'capital', 'punishment', 'is!', 'Dead', 'men', 'never', 'repent;', 'dead\n', 'men', 'never', 'bring', 'awkward', 'stories', 'to', 'light.', 'Ah,', ""it's"", 'a', 'fine', 'thing', 'for', 'the\n', 'trade!']",CharlesDickens
"['Five', 'of', ""'em"", 'strung', 'up', 'in', 'a', 'row,', 'and', 'none', 'left', 'to', 'play', 'booty,', 'or\n', 'turn', ""white-livered!'\n"", '\n', 'As', 'the', 'Jew', 'uttered', 'these', 'words,', 'his']",CharlesDickens
"['bright', 'dark', 'eyes,', 'which', 'had', 'been\n', 'staring', 'vacantly', 'before', 'him,', 'fell', 'on', ""Oliver's"", 'face;', 'the', ""boy's"", 'eyes', 'were\n', 'fixed', 'on', 'his', 'in', 'mute', 'curiousity;', 'and']",CharlesDickens
"['although', 'the', 'recognition', 'was', 'only\n', 'for', 'an', 'instant--for', 'the', 'briefest', 'space', 'of', 'time', 'that', 'can', 'possibly', 'be\n', 'conceived--it', 'was', 'enough', 'to', 'show', 'the', 'old', 'man']",CharlesDickens
"['that', 'he', 'had', 'been', 'observed.\n', '\n', 'He', 'closed', 'the', 'lid', 'of', 'the', 'box', 'with', 'a', 'loud', 'crash;', 'and,', 'laying', 'his', 'hand', 'on\n', 'a', 'bread', 'knife']",CharlesDickens
"['which', 'was', 'on', 'the', 'table,', 'started', 'furiously', 'up.', 'He', 'trembled\n', 'very', 'much', 'though;', 'for,', 'even', 'in', 'his', 'terror,', 'Oliver', 'could', 'see', 'that', 'the\n', 'knife', 'quivered']",CharlesDickens
"['in', 'the', 'air.\n', '\n', ""'What's"", ""that?'"", 'said', 'the', 'Jew.', ""'What"", 'do', 'you', 'watch', 'me', 'for?', 'Why', 'are', 'you\n', 'awake?', 'What', 'have', 'you', 'seen?', 'Speak', 'out,']",CharlesDickens
"['boy!', 'Quick--quick!', 'for', 'your', 'life.\n', '\n', ""'I"", ""wasn't"", 'able', 'to', 'sleep', 'any', 'longer,', ""sir,'"", 'replied', 'Oliver,', 'meekly.', ""'I"", 'am\n', 'very', 'sorry', 'if', 'I', 'have', 'disturbed']",CharlesDickens
"['you,', ""sir.'\n"", '\n', ""'You"", 'were', 'not', 'awake', 'an', 'hour', ""ago?'"", 'said', 'the', 'Jew,', 'scowling', 'fiercely', 'on\n', 'the', 'boy.\n', '\n', ""'No!"", 'No,', ""indeed!'"", 'replied', 'Oliver.\n', '\n']",CharlesDickens
"[""'Are"", 'you', ""sure?'"", 'cried', 'the', 'Jew:', 'with', 'a', 'still', 'fiercer', 'look', 'than', 'before:\n', 'and', 'a', 'threatening', 'attitude.\n', '\n', ""'Upon"", 'my', 'word', 'I', 'was', 'not,', ""sir,'""]",CharlesDickens
"['replied', 'Oliver,', 'earnestly.', ""'I"", 'was', 'not,\n', 'indeed,', ""sir.'\n"", '\n', ""'Tush,"", 'tush,', 'my', ""dear!'"", 'said', 'the', 'Jew,', 'abruptly', 'resuming', 'his', 'old', 'manner,\n', 'and', 'playing', 'with', 'the']",CharlesDickens
"['knife', 'a', 'little,', 'before', 'he', 'laid', 'it', 'down;', 'as', 'if', 'to\n', 'induce', 'the', 'belief', 'that', 'he', 'had', 'caught', 'it', 'up,', 'in', 'mere', 'sport.', ""'Of"", 'course']",CharlesDickens
"['I\n', 'know', 'that,', 'my', 'dear.', 'I', 'only', 'tried', 'to', 'frighten', 'you.', ""You're"", 'a', 'brave', 'boy.\n', 'Ha!', 'ha!', ""you're"", 'a', 'brave', 'boy,', ""Oliver.'"", 'The', 'Jew', 'rubbed']",CharlesDickens
"['his', 'hands', 'with', 'a\n', 'chuckle,', 'but', 'glanced', 'uneasily', 'at', 'the', 'box,', 'notwithstanding.\n', '\n', ""'Did"", 'you', 'see', 'any', 'of', 'these', 'pretty', 'things,', 'my', ""dear?'"", 'said', 'the']",CharlesDickens
"['Jew,', 'laying\n', 'his', 'hand', 'upon', 'it', 'after', 'a', 'short', 'pause.\n', '\n', ""'Yes,"", ""sir,'"", 'replied', 'Oliver.\n', '\n', ""'Ah!'"", 'said', 'the', 'Jew,', 'turning', 'rather', 'pale.', ""'They--they're"", 'mine,']",CharlesDickens
"['Oliver;\n', 'my', 'little', 'property.', 'All', 'I', 'have', 'to', 'live', 'upon,', 'in', 'my', 'old', 'age.', 'The', 'folks\n', 'call', 'me', 'a', 'miser,', 'my', 'dear.', 'Only', 'a', 'miser;']",CharlesDickens
"[""that's"", ""all.'\n"", '\n', 'Oliver', 'thought', 'the', 'old', 'gentleman', 'must', 'be', 'a', 'decided', 'miser', 'to', 'live', 'in\n', 'such', 'a', 'dirty', 'place,', 'with', 'so', 'many', 'watches;', 'but,']",CharlesDickens
"['thinking', 'that', 'perhaps\n', 'his', 'fondness', 'for', 'the', 'Dodger', 'and', 'the', 'other', 'boys,', 'cost', 'him', 'a', 'good', 'deal', 'of\n', 'money,', 'he', 'only', 'cast', 'a', 'deferential', 'look']",CharlesDickens
"['at', 'the', 'Jew,', 'and', 'asked', 'if', 'he\n', 'might', 'get', 'up.\n', '\n', ""'Certainly,"", 'my', 'dear,', ""certainly,'"", 'replied', 'the', 'old', 'gentleman.', ""'Stay.\n"", ""There's"", 'a', 'pitcher', 'of', 'water']",CharlesDickens
"['in', 'the', 'corner', 'by', 'the', 'door.', 'Bring', 'it', 'here;\n', 'and', ""I'll"", 'give', 'you', 'a', 'basin', 'to', 'wash', 'in,', 'my', ""dear.'\n"", '\n', 'Oliver', 'got', 'up;', 'walked']",CharlesDickens
"['across', 'the', 'room;', 'and', 'stooped', 'for', 'an', 'instant', 'to\n', 'raise', 'the', 'pitcher.', '', 'When', 'he', 'turned', 'his', 'head,', 'the', 'box', 'was', 'gone.\n', '\n', 'He', 'had']",CharlesDickens
"['scarcely', 'washed', 'himself,', 'and', 'made', 'everything', 'tidy,', 'by', 'emptying\n', 'the', 'basin', 'out', 'of', 'the', 'window,', 'agreeably', 'to', 'the', ""Jew's"", 'directions,', 'when\n', 'the', 'Dodger', 'returned:', 'accompanied']",CharlesDickens
"['by', 'a', 'very', 'sprightly', 'young', 'friend,', 'whom\n', 'Oliver', 'had', 'seen', 'smoking', 'on', 'the', 'previous', 'night,', 'and', 'who', 'was', 'now', 'formally\n', 'introduced', 'to', 'him', 'as', 'Charley']",CharlesDickens
"['Bates.', 'The', 'four', 'sat', 'down,', 'to', 'breakfast,', 'on\n', 'the', 'coffee,', 'and', 'some', 'hot', 'rolls', 'and', 'ham', 'which', 'the', 'Dodger', 'had', 'brought\n', 'home', 'in', 'the', 'crown']",CharlesDickens
"['of', 'his', 'hat.\n', '\n', ""'Well,'"", 'said', 'the', 'Jew,', 'glancing', 'slyly', 'at', 'Oliver,', 'and', 'addressing', 'himself\n', 'to', 'the', 'Dodger,', ""'I"", 'hope', ""you've"", 'been', 'at', 'work', 'this']",CharlesDickens
"['morning,', 'my', ""dears?'\n"", '\n', ""'Hard,'"", 'replied', 'the', 'Dodger.\n', '\n', ""'As"", ""nails,'"", 'added', 'Charley', 'Bates.\n', '\n', ""'Good"", 'boys,', 'good', ""boys!'"", 'said', 'the', 'Jew.', ""'What"", 'have', 'you']",CharlesDickens
"['got,', ""Dodger?'\n"", '\n', ""'A"", 'couple', 'of', ""pocket-books,'"", 'replied', 'that', 'young', 'gentlman.\n', '\n', ""'Lined?'"", 'inquired', 'the', 'Jew,', 'with', 'eagerness.\n', '\n', ""'Pretty"", ""well,'"", 'replied', 'the', 'Dodger,', 'producing']",CharlesDickens
"['two', 'pocket-books;', 'one\n', 'green,', 'and', 'the', 'other', 'red.\n', '\n', ""'Not"", 'so', 'heavy', 'as', 'they', 'might', ""be,'"", 'said', 'the', 'Jew,', 'after', 'looking', 'at', 'the\n', 'insides', 'carefully;']",CharlesDickens
